Date,Open,High,Low,Close,Adj Close,Volume
03-May-24,186.99,187.87,185.42,186.21,186.21,"39,172,000"
02-May-24,180.85,185.1,179.91,184.72,184.72,"54,303,500"
01-May-24,181.64,185.15,176.56,179,179,"94,645,100"
30-Apr-24,181.09,182.99,174.8,175,175,"94,639,800"
29-Apr-24,182.75,183.53,179.39,180.96,180.96,"54,063,900"
26-Apr-24,177.8,180.82,176.13,179.62,179.62,"43,919,800"
25-Apr-24,169.68,173.92,166.32,173.67,173.67,"49,249,400"
24-Apr-24,179.94,180.32,176.18,176.59,176.59,"34,185,100"
23-Apr-24,178.08,179.93,175.98,179.54,179.54,"37,046,500"
22-Apr-24,176.94,178.87,174.56,177.23,177.23,"37,924,900"
19-Apr-24,178.74,179,173.44,174.63,174.63,"55,950,000"
18-Apr-24,181.47,182.39,178.65,179.22,179.22,"30,723,800"
17-Apr-24,184.31,184.57,179.82,181.28,181.28,"31,359,700"
16-Apr-24,183.27,184.83,182.26,183.32,183.32,"32,891,300"
15-Apr-24,187.43,188.69,183,183.62,183.62,"48,052,400"
12-Apr-24,187.72,188.38,185.08,186.13,186.13,"38,554,300"
11-Apr-24,186.74,189.77,185.51,189.05,189.05,"40,020,700"
10-Apr-24,182.77,186.27,182.67,185.95,185.95,"35,879,200"
09-Apr-24,187.24,187.34,184.2,185.67,185.67,"36,546,900"
08-Apr-24,186.9,187.29,184.81,185.19,185.19,"39,221,300"
05-Apr-24,182.38,186.27,181.97,185.07,185.07,"42,335,200"
04-Apr-24,184,185.1,180,180,180,"41,624,300"
03-Apr-24,179.9,182.87,179.8,182.41,182.41,"31,046,600"
02-Apr-24,179.07,180.79,178.38,180.69,180.69,"32,611,500"
01-Apr-24,180.79,183,179.95,180.97,180.97,"29,174,500"
28-Mar-24,180.17,181.7,179.26,180.38,180.38,"38,051,600"
27-Mar-24,179.88,180,177.31,179.83,179.83,"33,272,600"
26-Mar-24,180.15,180.45,177.95,178.3,178.3,"29,659,000"
25-Mar-24,178.01,180.99,177.24,179.71,179.71,"29,815,500"
22-Mar-24,177.75,179.26,176.75,178.87,178.87,"27,964,100"
21-Mar-24,179.99,181.42,178.15,178.15,178.15,"32,824,300"
20-Mar-24,176.14,178.53,174.64,178.15,178.15,"29,947,200"
19-Mar-24,174.22,176.09,173.52,175.9,175.9,"26,880,900"
18-Mar-24,175.8,176.69,174.28,174.48,174.48,"31,250,700"
15-Mar-24,176.64,177.93,173.9,174.42,174.42,"72,115,500"
14-Mar-24,177.69,179.53,176.47,178.75,178.75,"43,705,800"
13-Mar-24,175.9,177.62,175.55,176.56,176.56,"30,772,600"
12-Mar-24,173.5,176.76,171.98,175.39,175.39,"36,610,600"
11-Mar-24,174.31,174.47,171.47,171.96,171.96,"28,484,800"
08-Mar-24,176.44,178.79,174.33,175.35,175.35,"37,853,500"
07-Mar-24,174.83,177.99,173.72,176.82,176.82,"34,063,300"
06-Mar-24,175.54,176.46,173.26,173.51,173.51,"32,090,900"
05-Mar-24,176.93,176.93,173.3,174.12,174.12,"37,228,300"
04-Mar-24,177.53,180.14,177.49,177.58,177.58,"37,381,500"
01-Mar-24,176.75,178.73,176.07,178.22,178.22,"31,956,200"
29-Feb-24,173.01,177.22,172.85,176.76,176.76,"53,805,400"
28-Feb-24,172.44,174.05,172.27,173.16,173.16,"28,180,500"
27-Feb-24,174.08,174.62,172.86,173.54,173.54,"31,141,700"
26-Feb-24,175.7,176.37,174.26,174.73,174.73,"44,368,600"
23-Feb-24,174.28,175.75,173.7,174.99,174.99,"59,715,200"
22-Feb-24,173.1,174.8,171.77,174.58,174.58,"55,392,400"
21-Feb-24,168.94,170.23,167.14,168.59,168.59,"44,575,600"
20-Feb-24,167.83,168.71,165.74,167.08,167.08,"41,980,300"
16-Feb-24,168.74,170.42,167.17,169.51,169.51,"48,074,600"
15-Feb-24,170.58,171.17,167.59,169.8,169.8,"49,855,200"
14-Feb-24,169.21,171.21,168.28,170.98,170.98,"42,815,500"
13-Feb-24,167.73,170.95,165.75,168.64,168.64,"56,345,100"
12-Feb-24,174.8,175.39,171.54,172.34,172.34,"51,050,400"
09-Feb-24,170.9,175,170.58,174.45,174.45,"56,986,000"
08-Feb-24,169.65,171.43,168.88,169.84,169.84,"42,316,500"
07-Feb-24,169.48,170.88,168.94,170.53,170.53,"47,174,100"
06-Feb-24,169.39,170.71,167.65,169.15,169.15,"42,505,500"
05-Feb-24,170.2,170.55,167.7,170.31,170.31,"55,081,300"
02-Feb-24,169.19,172.5,167.33,171.81,171.81,"117,154,900"
01-Feb-24,155.87,159.76,155.62,159.28,159.28,"76,542,400"
31-Jan-24,157,159.01,154.81,155.2,155.2,"50,284,400"
30-Jan-24,160.7,161.73,158.49,159,159,"45,207,400"
29-Jan-24,159.34,161.29,158.9,161.26,161.26,"45,270,400"
26-Jan-24,158.42,160.72,157.91,159.12,159.12,"51,047,400"
25-Jan-24,156.95,158.51,154.55,157.75,157.75,"43,638,600"
24-Jan-24,157.8,158.51,156.48,156.87,156.87,"48,547,300"
23-Jan-24,154.85,156.21,153.93,156.02,156.02,"37,986,000"
22-Jan-24,156.89,157.05,153.9,154.78,154.78,"43,687,500"
19-Jan-24,153.83,155.76,152.74,155.34,155.34,"51,033,700"
18-Jan-24,152.77,153.78,151.82,153.5,153.5,"37,850,200"
17-Jan-24,151.49,152.15,149.91,151.71,151.71,"34,953,400"
16-Jan-24,153.53,154.99,152.15,153.16,153.16,"41,384,600"
12-Jan-24,155.39,156.2,154.01,154.62,154.62,"40,460,300"
11-Jan-24,155.04,157.17,153.12,155.18,155.18,"49,072,700"
10-Jan-24,152.06,154.42,151.88,153.73,153.73,"44,421,800"
09-Jan-24,148.33,151.71,148.21,151.37,151.37,"43,812,600"
08-Jan-24,146.74,149.4,146.15,149.1,149.1,"46,757,100"
05-Jan-24,144.69,146.59,144.53,145.24,145.24,"45,124,800"
04-Jan-24,145.59,147.38,144.05,144.57,144.57,"56,039,800"
03-Jan-24,149.2,151.05,148.33,148.47,148.47,"49,425,500"
02-Jan-24,151.54,152.38,148.39,149.93,149.93,"47,339,400"
29-Dec-23,153.1,153.89,151.03,151.94,151.94,"39,789,000"
28-Dec-23,153.72,154.08,152.95,153.38,153.38,"27,057,000"
27-Dec-23,153.56,154.78,153.12,153.34,153.34,"31,434,700"
26-Dec-23,153.56,153.98,153.03,153.41,153.41,"25,067,200"
22-Dec-23,153.77,154.35,152.71,153.42,153.42,"29,480,100"
21-Dec-23,153.3,153.97,152.1,153.84,153.84,"36,305,700"
20-Dec-23,152.9,155.63,151.56,152.12,152.12,"50,322,100"
19-Dec-23,154.4,155.12,152.69,153.79,153.79,"43,171,300"
18-Dec-23,150.56,154.85,150.05,154.07,154.07,"62,512,800"
15-Dec-23,148.38,150.57,147.88,149.97,149.97,"110,039,100"
14-Dec-23,149.93,150.54,145.52,147.42,147.42,"58,400,800"
13-Dec-23,148.12,149.46,146.82,148.84,148.84,"52,766,200"
12-Dec-23,145.52,147.5,145.3,147.48,147.48,"44,944,300"
11-Dec-23,145.66,146.19,143.64,145.89,145.89,"50,907,300"
08-Dec-23,145.48,147.84,145.4,147.42,147.42,"41,858,000"
07-Dec-23,146.15,147.92,145.34,146.88,146.88,"52,352,800"
06-Dec-23,147.58,147.85,144.28,144.52,144.52,"39,679,000"
05-Dec-23,143.55,148.57,143.13,146.88,146.88,"46,822,400"
04-Dec-23,145.25,145.35,142.81,144.84,144.84,"48,294,200"
